Adam Benjamin Stein, MD	Physical/Rehab Medicine, Spinal Cord Injury Medicine	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/physical-rehab-medicine/dr-adam-benjamin-stein-md-11346054
Adam Daniel Perry, MD	Plastic Surgery, Surgery of the Hand, Surgery	Thomas Jefferson University Medical College	/find-care/find-a-doctor/plastic-surgery/dr-adam-daniel-perry-md-11370138
Adam David Bitterman, DO	Orthopaedic Surgery, Foot and Ankle Surgery	Peninsula Hospital Center, Plainview Hospital	/find-care/find-a-doctor/orthopaedic-surgery/dr-adam-david-bitterman-do-11372654
Adam David Schaffner, MD	Plastic Surgery, Otolaryngology	State University of New York (SUNY) at Stony Brook, State University of New York (SUNY) at Stony Brook, Wayne State University / Detroit Medical Center	/find-care/find-a-doctor/otolaryngology/dr-adam-david-schaffner-md-11358329
Adam Drew Cohen, MD	Geriatric Medicine, Internal Medicine	Bronx Municipal Hospital Center	/find-care/find-a-doctor/internal-medicine/dr-adam-drew-cohen-md-11313688
Adam Eric Shestack, MD	Anesthesiology	New York Hospital Weill Cornell Medical Center, UMDNJ / Univ. of Med/Dent New Jersey, Jacobi Medical Center	/find-care/find-a-doctor/anesthesiology/dr-adam-eric-shestack-md-11363464
Adam Foster Waldman, MD	Anesthesiology	Mount Sinai School of Medicine	/find-care/find-a-doctor/anesthesiology/dr-adam-foster-waldman-md-11348353
Adam H Beckerman, MD	Gastroenterology, Internal Medicine	North Shore University Hospital	/find-care/find-a-doctor/gastroenterology/dr-adam-h-beckerman-md-11308236
Adam Harry Bloom, MD	Ophthalmology	New York University School of Medicine	/find-care/find-a-doctor/ophthalmology/dr-adam-harry-bloom-md-11350953
Adam Howard Litroff, DO	Emergency Medicine, Pediatric Emergency Medicine	New York College of Osteopathic Medicine	/find-care/find-a-doctor/emergency-medicine/dr-adam-howard-litroff-do-11361725
Adam J Kupersmith, MD	Cardiology, Internal Medicine	New York Medical College	/find-care/find-a-doctor/cardiology/dr-adam-j-kupersmith-md-11359076
Adam J. Keslonsky, DPM	Podiatric Medicine and Surgery	Wyckoff Heights Medical Center	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-adam-j-keslonsky-dpm-11354632
Adam Jason Schneider, MD	Neurology	Long Island Jewish Medical Center	/find-care/find-a-doctor/neurology/dr-adam-jason-schneider-md-11312176
Adam Joseph Berman, MD	Emergency Medicine, Medical Toxicology	New York Medical College	/find-care/find-a-doctor/emergency-medicine/dr-adam-joseph-berman-md-11368059
Adam Kenneth Penstein, MD	Dermatology	State University of NY Health Sci Ctr/Brooklyn, Mount Sinai Beth Israel -- Petrie Division	/find-care/find-a-doctor/dermatology/dr-adam-kenneth-penstein-md-11317303
Adam Laurence Evans, MD	Neuroradiology, Diagnostic Radiology	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/neuroradiology/dr-adam-laurence-evans-md-11317688
Adam Louis Kruger, DO	Cardiology, Interventional Cardiology, Internal Medicine	Westchester Medical Center	/find-care/find-a-doctor/cardiology/dr-adam-louis-kruger-do-11354430
Adam N. Bender, MD	Neurology	Lenox Hill Hospital	/find-care/find-a-doctor/neurology/dr-adam-n-bender-md-11313058
Adam Ross Davis, DO	Cardiology, Internal Medicine	Winthrop University Hospital	/find-care/find-a-doctor/cardiology/dr-adam-ross-davis-do-11355098
Adam S. Cirlincione, DPM	Foot Surgery, Recon Rearfoot/Ankle Surgery	St Vincents Catholic Medical Ctr/Brooklyn-Queens, Western Pennsylvania Hospital	/find-care/find-a-doctor/foot-surgery/dr-adam-s-cirlincione-dpm-11309643
Adam Seth Schneiderman, MD	Ophthalmology	Long Island Jewish Medical Center	/find-care/find-a-doctor/ophthalmology/dr-adam-seth-schneiderman-md-11312750
Adam Shattuck Howe, MD	Urology	University of Louisville School of Medicine	/find-care/find-a-doctor/urology/dr-adam-shattuck-howe-md-11372365
Adebambo Olajitan, MD	Pulmonary Disease, Internal Medicine	New York Methodist Hospital	/find-care/find-a-doctor/pulmonary-disease/dr-adebambo-olajitan-md-11364976
Adedayo Adedeji, MD	Infectious Disease, Internal Medicine	Westlake Hospital	/find-care/find-a-doctor/internal-medicine/dr-adedayo-adedeji-md-11366472
Adeeti Gupta, MD	Obstetrics and Gynecology	Flushing Hospital Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-adeeti-gupta-md-11367740
Adele Veksman, MD	Psychiatry, Psychosomatic Medicine	The Zucker Hillside Hospital	/find-care/find-a-doctor/psychiatry/dr-adele-veksman-md-11360396
Adey Tsegaye, MD	Critical Care Medicine, Pulmonary Disease, Sleep Medicine, Internal Medicine	University of Connecticut School of Medicine	/find-care/find-a-doctor/sleep-medicine/dr-adey-tsegaye-md-11354161
Adi Davidov, MD	Obstetrics and Gynecology, Internal Medicine	Sackler School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-adi-davidov-md-11364427
Adi Katz, MD	Obstetrics and Gynecology	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-adi-katz-md-11360567
Adiel A. Fleischer, MD	Maternal/Fetal Medicine, Obstetrics and Gynecology	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/maternal-fetal-medicine/dr-adiel-a-fleischer-md-11311836
Adina Eve Schneider, MD	Endocrinology/Metab/Diabetes, Internal Medicine	Beth Israel Deaconess Medical Center - East Campus	/find-care/find-a-doctor/endocrinology-metab-diabetes/dr-adina-eve-schneider-md-11316719
Adina Pascaru, MD	Cardiology, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/cardiology/dr-adina-pascaru-md-11308357
Aditya Mangla, DO	Interventional Cardiology, Internal Medicine, Cardiology	Lenox Hill Hospital	/find-care/find-a-doctor/cardiology/dr-aditya-mangla-do-11356660
Aditya Rachakonda, MD	Vascular Surgery	Lenox Hill Hospital	/find-care/find-a-doctor/vascular-surgery/dr-aditya-rachakonda-md-11372688
Aditya Virmani, MD	Psychiatry, Geriatric Psychiatry	Geriatric Psychiatry-State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/psychiatry/dr-aditya-virmani-md-11361191
Adley Raboy, MD	Urology	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/urology/dr-adley-raboy-md-11364023
Adnan Hasanovic, MD	Anatomic/Clinical Pathology, Cytopathology	University of Zagreb	/find-care/find-a-doctor/cytopathology/dr-adnan-hasanovic-md-11360497
Adnan Mohammed Bakar, MD	Pediatric Critical Care Med, Pediatric Cardiology, Pediatrics	Albany Medical College	/find-care/find-a-doctor/pediatrics/dr-adnan-mohammed-bakar-md-11361691
Adnan Sarcevic, MD	Geriatric Psychiatry, Psychiatry	North Shore University Hospital	/find-care/find-a-doctor/psychiatry/dr-adnan-sarcevic-md-11312853
Adrian Cristian, MD	Physical/Rehab Medicine, Pain Medicine	Associate Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pain-medicine/dr-adrian-cristian-md-11309795
Adrian E. Guran, MD	Internal Medicine	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/internal-medicine/dr-adrian-e-guran-md-11317566
Adrian Mei, MD	Internal Medicine	University of Maryland Medicine	/find-care/find-a-doctor/internal-medicine/dr-adrian-mei-md-11367093
Adriane Collins, DO	Infectious Disease, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/infectious-disease/dr-adriane-collins-do-11353102
Adrianna Jeanne Garite, DO	Hospice/Palliative Medicine, Geriatric Medicine, Internal Medicine	New York College of Osteopathic Medicine	/find-care/find-a-doctor/geriatric-medicine/dr-adrianna-jeanne-garite-do-11368135
Adrianna Vlachos, MD	Pediatric Hematology/Oncology, Pediatrics	North Shore University Hospital	/find-care/find-a-doctor/pediatrics/dr-adrianna-vlachos-md-11309045
Adrienne Alyce Ferretti, DDS	Dental Medicine	Staten Island University Hospital	/find-care/find-a-doctor/dental-medicine/dr-adrienne-alyce-ferretti-dds-11365412
Adrienne L Simone, MD	Obstetrics and Gynecology	Lenox Hill Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-adrienne-l-simone-md-11357673
Adrienne Muller Camesas, MD	Cardiology, Critical Care Medicine, Internal Medicine	Columbia University College-Physicians & Surgeons	/find-care/find-a-doctor/cardiology/dr-adrienne-muller-camesas-md-11353153
Afoma Frances Ndubuisi, MD	Emergency Medicine	Staten Island University Hospital, 	
Afshan Ashfaq, MD	Obstetrics and Gynecology	Jamaica Hospital Medical Center, LSU Health Sciences Center - Dept of Radiology, Nassau University Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-afshan-ashfaq-md-11349621
Afton Patricia Bergel, MD	Psychiatry	Mount Sinai Beth Israel	/find-care/find-a-doctor/psychiatry/dr-afton-patricia-bergel-md-11377164
Ageliki S. Valsamis, DO	Endocrinology/Metab/Diabetes, Internal Medicine	Winthrop University Hospital	/find-care/find-a-doctor/endocrinology-metab-diabetes/dr-ageliki-s-valsamis-do-11349915
Agnes Blau, MD	Neurology	North Shore University Hospital, University of Pittsburgh Presbyterian Medical Ctr	/find-care/find-a-doctor/neurology/dr-agnes-blau-md-11308149
Agustin Busta, MD	Endocrinology/Metab/Diabetes, Internal Medicine	Cabrini Medical Center	/find-care/find-a-doctor/internal-medicine/dr-agustin-busta-md-11374500
Ahmad Latefi, DO	Neurological Surgery	Univ of Medicine/Dentistry New Jersey - DO Degree	/find-care/find-a-doctor/neurological-surgery/dr-ahmad-latefi-do-11359340
Ahmadreza Alizadeh Bajgiran, MD	Diagnostic Radiology, Internal Medicine	Mashhad University of Medical Sciences	/find-care/find-a-doctor/diagnostic-radiology/dr-ahmadreza-alizadeh-bajgiran-md-11358125
Ahmed Ezz Eldin Fahmy, MBBCH	Surgery	Transplant Surgery-New York University Medical Center	/find-care/find-a-doctor/surgery/dr-ahmed-ezz-eldin-fahmy-mbbch-11374158
Ailia Rizvi, DO	Internal Medicine	Plainview Hospital, Syosset Hospital, 	
Aimee Leigh Eichen, MD	Ophthalmology	Long Island Jewish Medical Center	/find-care/find-a-doctor/ophthalmology/dr-aimee-leigh-eichen-md-11308768
Aimee Thai Tang, MD	Emergency Medicine	Maimonides Medical Center	/find-care/find-a-doctor/emergency-medicine/dr-aimee-thai-tang-md-11369070
Aimen Nagi Abdelaly El Manafi, MD, MBCHB	Anesthesiology, Cardiothoracic Anesthesiology	Tufts-New England Medical Center	/find-care/find-a-doctor/anesthesiology/dr-aimen-nagi-abdelaly-el-manafi-md-mbchb-11372904
Ajay Jain, MBBS	Internal Medicine	Long Island Jewish Forest Hills, Long Island Jewish Medical Center, North Shore University Hospital	/find-care/find-a-doctor/internal-medicine/dr-ajay-jain-mbbs-11351668
Ajendra Singh Sohal, MD	Pain Medicine, Physical/Rehab Medicine	Kingsbrook Jewish Medical Center	/find-care/find-a-doctor/pain-medicine/dr-ajendra-singh-sohal-md-11314181
Akash Bhatnagar, MD	Emergency Medicine	University of Utah School of Medicine	/find-care/find-a-doctor/emergency-medicine/dr-akash-bhatnagar-md-11369002
Akash Ferdaus, MD	Hospital Medicine, Internal Medicine	Jamaica Hospital Medical Center	/find-care/find-a-doctor/hospital-medicine/dr-akash-ferdaus-md-11364521
Akhilesh Singh, MD	Ophthalmology	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/ophthalmology/dr-akhilesh-singh-md-11349602
Akila Venkataraman, MBBS	Pediatric Neurology, EEG/Epilepsy, Neurology	State Univ of NY at Buffalo School of Medicine, Maimonides Medical Center	/find-care/find-a-doctor/neurology/dr-akila-venkataraman-mbbs-11373140
Akiva Bergman, MD	Internal Medicine	Staten Island University Hospital	/find-care/find-a-doctor/internal-medicine/dr-akiva-bergman-md-11364176
Akshay Avula, MBBS	Internal Medicine	Abington Memorial Hospital - GME	/find-care/find-a-doctor/internal-medicine/dr-akshay-avula-mbbs-11369398
Akwasi A. Achampong, DO	Internal Medicine	New York College of Osteopathic Medicine	/find-care/find-a-doctor/internal-medicine/dr-akwasi-a-achampong-do-11313077
Alaaeldin Moawad, MD	Pediatrics	Southside Hospital	/find-care/find-a-doctor/pediatrics/dr-alaaeldin-moawad-md-11353187
Alaeldin Abdalla Eltom, MBBCH	Cardiology, Internal Medicine, Interventional Cardiology	Lenox Hill Hospital	/find-care/find-a-doctor/cardiology/dr-alaeldin-abdalla-eltom-mbbch-11373375
Alain A Fedida, MD	Cardiology, Nuclear Cardiology, Internal Medicine	Overlook Hospital	/find-care/find-a-doctor/cardiology/dr-alain-a-fedida-md-11357204
Alan A Mazurek, MD	Neurology	Mount Sinai School of Medicine	/find-care/find-a-doctor/neurology/dr-alan-a-mazurek-md-11307919
Alan A. Morris, DPM	Podiatric Medicine and Surgery	Pennsylvania College of Podiatric Medicine	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-alan-a-morris-dpm-11311284
Alan Arthur Johnson, MD	Diagnostic Radiology, Neuroradiology	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/neuroradiology/dr-alan-arthur-johnson-md-11312760
Alan B Marks, MD	Ophthalmology	New York Medical College	/find-care/find-a-doctor/ophthalmology/dr-alan-b-marks-md-11307549
Alan Barry Nerenberg, MD	Obstetrics and Gynecology	Flushing Hospital Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-alan-barry-nerenberg-md-11309347
Alan Bruce Ettinger, MD	Neurology, Clinical Neurophysiology	Hartford Hospital, Albert Einstein College of Medicine - Yeshiva Univ	/find-care/find-a-doctor/neurology/dr-alan-bruce-ettinger-md-11309575
Alan F. Sloyer, MD	Gastroenterology, Internal Medicine	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/gastroenterology/dr-alan-f-sloyer-md-11307957
Alan Harris Friedman, MD	Obstetrics and Gynecology	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-alan-harris-friedman-md-11365618
Alan Ian Kaplan, MD	Emergency Medicine	New York Medical College	/find-care/find-a-doctor/emergency-medicine/dr-alan-ian-kaplan-md-11309501
Alan J Levine, MD	Pediatrics	Baystate Medical Center - Springfield, North Shore University Hospital	/find-care/find-a-doctor/pediatrics/dr-alan-j-levine-md-11309287
Alan J Schecter, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	SUNY Downstate College of Medicine	/find-care/find-a-doctor/pulmonary-disease/dr-alan-j-schecter-md-11307573
Alan J Weissburg, MD	Anesthesiology, Pediatric Anesthesiology, Pediatrics	Hospital of the University of Pennsylvania	/find-care/find-a-doctor/pediatrics/dr-alan-j-weissburg-md-11366417
Alan J. Lesman, MD	Gastroenterology, Internal Medicine	Elmhurst Hospital Center	/find-care/find-a-doctor/gastroenterology/dr-alan-j-lesman-md-11313968
Alan J. Nelson, MD	Family Medicine	Glen Cove Hospital, Cooper Health System / University Medical Center	/find-care/find-a-doctor/family-medicine/dr-alan-j-nelson-md-11308912
Alan Jay Cherofsky, MD	Plastic Surgery	Staten Island University Hospital	/find-care/find-a-doctor/plastic-surgery/dr-alan-jay-cherofsky-md-11364902
Alan Jay Cohen, MD	Child/Adolescent Psychiatry, Psychiatry, Forensic Psychiatry	University of Rochester Schl of Medicine/Dentistry	/find-care/find-a-doctor/psychiatry/dr-alan-jay-cohen-md-11308465
Alan Jay Scheinbach, DO	Cardiology, Internal Medicine	College of Osteopathic Medicine and Surgery	/find-care/find-a-doctor/cardiology/dr-alan-jay-scheinbach-do-11311228
Alan Jeffrey Rosenbloom, MD	Pediatrics	Lenox Hill Hospital, Long Island Jewish Medical Center, North Shore University Hospital, Steven and Alexandra Cohen Childrens Med Ctr of NY	/find-care/find-a-doctor/pediatrics/dr-alan-jeffrey-rosenbloom-md-11316763
Alan Joel Mendelowitz, MD	Psychiatry, Geriatric Psychiatry, Addiction Psychiatry	Rutgers Medical School at Piscataway	/find-care/find-a-doctor/psychiatry/dr-alan-joel-mendelowitz-md-11309445
Alan Kevin Geller, DO	Psychiatry, Child/Adolescent Psychiatry	UMDNJ / Univ. of Med/Dent New Jersey	/find-care/find-a-doctor/psychiatry/dr-alan-kevin-geller-do-11357690
Alan M Kisner, MD	Plastic Surgery	Witwatersrand Univ Medical School	/find-care/find-a-doctor/plastic-surgery/dr-alan-m-kisner-md-11308006
Alan M. Bigman, MD	Emergency Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/emergency-medicine/dr-alan-m-bigman-md-11313303
Alan M. Freedman, MD	Plastic Surgery, Surgery of the Hand	Mayo Clinic, University of Texas at Galveston, Hospital of the University of Pennsylvania, University of Kentucky College of Medicine	/find-care/find-a-doctor/plastic-surgery/dr-alan-m-freedman-md-11308288
Alan M. Protzel, DDS	Oral/Maxillofacial Surgery	Bronx Municipal Hospital Center, University of Pennsylvania	/find-care/find-a-doctor/oral-maxillofacial-surgery/dr-alan-m-protzel-dds-11310530
Alan Marc Fein, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/pulmonary-disease/dr-alan-marc-fein-md-11311389
Alan Marshall Bulbin, MD	Infectious Disease, Internal Medicine	VA NY Harbor Healthcare System - New York	/find-care/find-a-doctor/infectious-disease/dr-alan-marshall-bulbin-md-11308565
Alan Matarasso, MD	Plastic Surgery	University of Miami School of Medicine - Coral Gab	/find-care/find-a-doctor/plastic-surgery/dr-alan-matarasso-md-11355599
Alan Maurice Derzie, MD	Emergency Medicine	Technion Israel Institute of Technology	/find-care/find-a-doctor/emergency-medicine/dr-alan-maurice-derzie-md-11367418
Alan Mechanic, MD	Neurological Surgery	Emory University School of Medicine	/find-care/find-a-doctor/neurological-surgery/dr-alan-mechanic-md-11308484
Alan Meyerberg, DPM	Podiatric Medicine and Surgery	Staten Island University Hospital	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-alan-meyerberg-dpm-11364228
Alan Michael Gibbs, DDS	Dental Medicine	North Shore University Hospital	/find-care/find-a-doctor/dental-medicine/dr-alan-michael-gibbs-dds-11308754
Alan Morris Schuller, MD	Gastroenterology, Internal Medicine	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/gastroenterology/dr-alan-morris-schuller-md-11354517
Alan P Wolf, MD	Physical/Rehab Medicine	Mount Sinai School of Medicine, Waterbury Hospital	/find-care/find-a-doctor/physical-rehab-medicine/dr-alan-p-wolf-md-11309918
Alan R Mensch, MD	Pulmonary Disease, Internal Medicine	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pulmonary-disease/dr-alan-r-mensch-md-11308643
Alan Richard Sandberg, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/gastroenterology/dr-alan-richard-sandberg-md-11309430
Alan Roy Hartman, MD	Cardiothoracic Surgery, Surgery, Surgical Critical Care	Associate Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/cardiothoracic-surgery/dr-alan-roy-hartman-md-11312419
Alan Scott Lipp, MD	Gastroenterology, Internal Medicine	Univ of Miami School of Medicine	/find-care/find-a-doctor/gastroenterology/dr-alan-scott-lipp-md-11350561
Alan Stuart Kadison, MD	Surgery, Surgical Oncology	State University of New York (SUNY) at Syracuse	/find-care/find-a-doctor/surgery/dr-alan-stuart-kadison-md-11312735
Alan Ted Slepian, MD	Surgery	Mount Sinai School of Medicine	/find-care/find-a-doctor/surgery/dr-alan-ted-slepian-md-11308570
Alan Yao, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/gastroenterology/dr-alan-yao-md-11314644
Alban Isaacs Bailey, MD	Emergency Medicine	State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/emergency-medicine/dr-alban-isaacs-bailey-md-11370697
Albert J. Ferrara, DO	Internal Medicine	Winthrop University Hospital	/find-care/find-a-doctor/internal-medicine/dr-albert-j-ferrara-do-11313527
Albert Levy, MD	Family Medicine	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/family-medicine/dr-albert-levy-md-11356430
Albert Schenone, DO	Cardiology, Internal Medicine, Nuclear Cardiology	Winthrop University Hospital	/find-care/find-a-doctor/cardiology/dr-albert-schenone-do-11311135
Albert Shalomov, MD	Gastroenterology, Internal Medicine	Monmouth Medical Center - GME, NewYork-Presbyterian/Queens	/find-care/find-a-doctor/gastroenterology/dr-albert-shalomov-md-11360989
Alberto L Rozo, DO	Pulmonary Disease, Internal Medicine	St Johns Hospital / Interfaith Medical Center	/find-care/find-a-doctor/pulmonary-disease/dr-alberto-l-rozo-do-11349355
Aldo A Arpaia, MD	Internal Medicine, Emergency Medicine	Staten Island University Hospital	/find-care/find-a-doctor/internal-medicine/dr-aldo-a-arpaia-md-11364111
Alecia M Giovinazzo, MD	Obstetrics and Gynecology	Richmond University Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-alecia-m-giovinazzo-md-11366589
Alejandro Betancourt-Ramirez, MD	Surgical Critical Care, Surgery	Hospital of St Raphael	/find-care/find-a-doctor/surgery/dr-alejandro-betancourt-ramirez-md-11372984
Aleksander Shalshin, MD	Pulmonary Disease, Internal Medicine, Critical Care Medicine, Hospice/Palliative Medicine	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pulmonary-disease/dr-aleksander-shalshin-md-11351302
Aleksandr I. Khaimov, DO	Orthopaedic Surgery	Peninsula Hospital Center, Peninsula Hospital Center	/find-care/find-a-doctor/orthopaedic-surgery/dr-aleksandr-i-khaimov-do-11351303
Aleksandra Anna Policha, MD	Vascular Surgery, Surgery	SUNY Upstate Medical University Coll of Medicine	/find-care/find-a-doctor/vascular-surgery/dr-aleksandra-anna-policha-md-11372158
Aleksey Lazarev, MD	Orthopaedic Surgery, Sports Medicine	Lenox Hill Hospital	/find-care/find-a-doctor/sports-medicine/dr-aleksey-lazarev-md-11369987
Alesia Kelsey-Gadraj, CRNA	Nurse Anesthetist		/find-care/find-a-doctor/nurse-anesthetist/dr-alesia-kelsey-gadraj-crna-11364790
Alessandro G Bellucci, MD	Nephrology, Geriatric Medicine, Internal Medicine	Associate Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/nephrology/dr-alessandro-g-bellucci-md-11307490
Alex C. Spyropoulos, MD	Internal Medicine	University of Pennsylvania School of Medicine	/find-care/find-a-doctor/internal-medicine/dr-alex-c-spyropoulos-md-11360755
