Thulasi Cheruvanky, MD, MBBS	Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Thulasi Cheruvanky, MD, MBBS	Pediatrics	 Plainview Hospital	Plainview Hospital	0.972972972973	40.7748543491	-73.4787940979
Thulasi Cheruvanky, MD, MBBS	Pediatrics	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
George Cezar Surla, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
George Cezar Surla, MD	Gastroenterology, Internal Medicine	 Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.861111111111	40.7290945533	-73.8518793408
Sheng Chen, MD, PhD	Anatomic/Clinical Pathology, Dermatopathology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Jan J Shim, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Philip Salvatore Ragone, MD	Neurology, Electrodiagnostic Medicine, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Daniel Richard O'Connor, MD	Orthopaedic Surgery	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Herbert M. Gahr, MD	Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Ian M Winkler, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Ian M Winkler, MD	Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Ian M Winkler, MD	Pediatrics	 Plainview Hospital	Plainview Hospital	0.972972972973	40.7748543491	-73.4787940979
Ian M Winkler, MD	Pediatrics	 Southside Hospital	Southside Hospital	0.972972972973	40.7259299596	-73.2407042176
Ian M Winkler, MD	Pediatrics	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Israel Freeman, MD	Cardiology, Internal Medicine	Cardiology-Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.808988764045	40.7546839922	-73.7086773402
Leon Bernard Eisikowitz, MD	Cardiology, Internal Medicine	Cardiology-Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.808988764045	40.7546839922	-73.7086773402
Andrea J Leeds, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Viruppamattam Mathew Augustine, MD	Pediatrics, Neonatal/Perinatal Medicine	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Dwight Jay Rosenstein, MD	Neurology, Neurological Surgery, Clinical Neurophysiology, Intra-Operative Monitoring	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Thomas Panetta, MD	Vascular Surgery, Surgery	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Thomas Panetta, MD	Vascular Surgery, Surgery	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Richard P Stechel, MD	Cardiology, Internal Medicine, Nuclear Cardiology	Cardiology-North Shore University Hospital	North Shore University Hospital	0.849315068493	40.7773426229	-73.7017289327
Gary Howard Friedman, MD	Cardiology, Interventional Cardiology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Gary Howard Friedman, MD	Cardiology, Interventional Cardiology, Internal Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Paul Lerner, MD	Neurology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Andrea Sue Coladner, DO	Physical/Rehab Medicine, Acupuncture	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Stephen James Nicholas, MD	Orthopaedic Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Robin Lipschitz, MD	Rheumatology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Mitchell Kleinberg, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Renato B Berroya, MD	Thoracic Surgery, Surgery	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Syed Iman Husain, MD	Interventional Cardiology, Cardiology, Internal Medicine, Adv Heart Fail Trnsplnt Cardio, Nuclear Cardiology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Syed Iman Husain, MD	Interventional Cardiology, Cardiology, Internal Medicine, Adv Heart Fail Trnsplnt Cardio, Nuclear Cardiology	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Michael Gary Guttenberg, DO	Emergency Medicine, Emergency Medical Services	St Barnabas Hospital	St. Barnabas Hospital	0.975609756098	40.8527412531	-73.8911676407
Patricia Pezzello, MD	Surgery	Glen Cove Hospital	Glen Cove Hospital	1.0	40.870624782	-73.6224317551
Patricia Pezzello, MD	Surgery	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Patricia Pezzello, MD	Surgery	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Michael Koutsoyiannis, MD	Pediatrics	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
James Michael Paci, MD	Orthopaedic Surgery, Sports Medicine	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Jeffrey Theodore Kessler, MD	Neurology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
David Michael Matusz, MD	Orthopaedic Surgery, Spine Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Richard H Blanck, MD	Neurology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Dimitry Rabkin, MD	Otolaryngology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Steven Jay Goldstein, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Craig Barry Wexler, MD	Endocrinology/Metab/Diabetes, Internal Medicine	Endocrinology-Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.804347826087	40.7546839922	-73.7086773402
Andrew Ellis Gewirtz, MD	Ophthalmology, Pediatrics	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Andrew Ellis Gewirtz, MD	Ophthalmology, Pediatrics	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Andrew Ellis Gewirtz, MD	Ophthalmology, Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Benjamin Byrd Bedford, MD	Orthopaedic Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Shahnaz D. Orner, MD	Neonatal/Perinatal Medicine, Pediatrics	-North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Ronald W. Kosinski, DMD	Pediatric Dental Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Ronald W. Kosinski, DMD	Pediatric Dental Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Jonathan W Benjamin, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Ira D Zinner, DDS	Prosthodontics	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Matthew Samuel Mendez-Zfass, MD	Orthopaedic Surgery, Sports Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Kenneth J Rosenthal, MD	Ophthalmology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Kenneth J Rosenthal, MD	Ophthalmology	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Kenneth J Rosenthal, MD	Ophthalmology	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Kenneth J Rosenthal, MD	Ophthalmology	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Bruce Scott Stein, MD	Rheumatology, Internal Medicine	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Bruce Scott Stein, MD	Rheumatology, Internal Medicine	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Bruce Scott Stein, MD	Rheumatology, Internal Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Scott Jordan Stevens, MD	Neurology, Clinical Neurophysiology, EEG/Epilepsy	 Rhode Island Hospital	Coney Island Hospital	0.837209302326	40.5855360801	-73.9654604349
Jeffrey K Klingenstein, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Jeffrey K Klingenstein, MD	Gastroenterology, Internal Medicine	 Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.861111111111	40.7290945533	-73.8518793408
Binh Vinh Lam, MD	Geriatric Medicine, Internal Medicine	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Seth Aloe Cohen, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Mark J Stern, MD	Cardiology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Alvin Katz, MD	Otolaryngology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Sania Daliah Wilkins, DO	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Sania Daliah Wilkins, DO	Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Michael Heublum, MD	Neurology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Jodi Ian Luchs, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Michele Germain, DO	Obstetrics and Gynecology	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Anthony J Spataro, MD	Orthopaedic Surgery	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Jose T Paul, MD	Surgery	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Jose T Paul, MD	Surgery	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Jose T Paul, MD	Surgery	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Luba Kessler, MD	Psychiatry	The Zucker Hillside Hospital	Zucker Hillside Hospital	0.923076923077	40.7509474874	-73.7102405554
Diana Yoon-Schwartz, MD, PhD	Plastic Surgery, Surgery	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Diana Yoon-Schwartz, MD, PhD	Plastic Surgery, Surgery	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Diana Yoon-Schwartz, MD, PhD	Plastic Surgery, Surgery	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Wilfred Brown, MD	Plastic Surgery, Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Peter Julio Baiocco, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Veronica Czeizler Zaharia, MD	Hematology, Medical Oncology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Mitchell Geizhals, MD	Cardiology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Naomi Ingrid Hayashi, MD	Ophthalmology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Joon Mo Myung, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Joon Mo Myung, MD	Gastroenterology, Internal Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Rena Sue Brand, MD	Dermatology	Plainview Hospital	Plainview Hospital	1.0	40.7748543491	-73.4787940979
Philip Orbuch, MD	Dermatology	Plainview Hospital	Plainview Hospital	1.0	40.7748543491	-73.4787940979
John Shannon O'Donnell, MD	Diagnostic Radiology	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Robert Michael Galler, DO	Neurological Surgery	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
John F Carew, MD	Otolaryngology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Salvatore Anthony Insinga, DO	Neurological Surgery	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Adam Seth Schneiderman, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Adam Seth Schneiderman, MD	Ophthalmology	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Alisa Naomi Altman, MD	Pediatrics	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Abrar Husain, DO	Nephrology, Internal Medicine	Glen Cove Hospital	Glen Cove Hospital	1.0	40.870624782	-73.6224317551
Abrar Husain, DO	Nephrology, Internal Medicine	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Abrar Husain, DO	Nephrology, Internal Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Ezra H. Feuer, MD	Psychiatry	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Paul Andrew Choinski, MD	Ophthalmology	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Thomas Romo, MD	Otolaryngology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Ellen Shapiro, MD	Urology, Pediatric Urology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Jason Faller, MD	Rheumatology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Elisa Cheryl Felsen-Singer, DO	Obstetrics and Gynecology	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Steven Eric Rokito, MD	Orthopaedic Surgery	NYU Langone-Hospital for Joint Diseases	NYU Hospital for Joint Diseases	0.885714285714	40.7342213801	-73.9832927611
Robert M Chalfin, MD	Psychiatry	The Zucker Hillside Hospital	Zucker Hillside Hospital	0.923076923077	40.7509474874	-73.7102405554
Daniel W Miner, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Daniel W Miner, MD	Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Nathaniel Lawrence Tindel, MD	Orthopaedic Surgery, Spine Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Nathaniel Lawrence Tindel, MD	Orthopaedic Surgery, Spine Surgery	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Karan Johar, MD	Pain Medicine, Physical/Rehab Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Erin Ziegler Schoor, MD	Dermatology	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	Glen Cove Hospital	Glen Cove Hospital	1.0	40.870624782	-73.6224317551
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Huntington Hospital	Huntington Hospital	0.974358974359	40.8792753348	-73.4161477604
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Lenox Hill Hospital	Lenox Hill Hospital	0.974358974359	40.77364375	-73.9608192444
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.861111111111	40.7290945533	-73.8518793408
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Plainview Hospital	Plainview Hospital	0.972972972973	40.7748543491	-73.4787940979
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Southside Hospital	Southside Hospital	0.972972972973	40.7259299596	-73.2407042176
Farzin Rahmanou, DO	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Robert Alfonso Duarte, MD	Pain Medicine, Neurology, Headache Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Eskandar J Simhaee, MD	Obstetrics and Gynecology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Rachita Sethi Reddy, MD	Internal Medicine, Nephrology	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Abraham Tobias Winter, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
William J Mesibov, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
William J Mesibov, MD	Pediatrics	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	Glen Cove Hospital	Glen Cove Hospital	1.0	40.870624782	-73.6224317551
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Huntington Hospital	Huntington Hospital	0.974358974359	40.8792753348	-73.4161477604
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Lenox Hill Hospital	Lenox Hill Hospital	0.974358974359	40.77364375	-73.9608192444
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.861111111111	40.7290945533	-73.8518793408
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.860759493671	40.7546839922	-73.7086773402
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Plainview Hospital	Plainview Hospital	0.972972972973	40.7748543491	-73.4787940979
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Southside Hospital	Southside Hospital	0.972972972973	40.7259299596	-73.2407042176
Neal Hakimi, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Geoffrey Isaac Phillips, MD	Orthopaedic Surgery, Foot and Ankle Surgery	Montefiore Medical Center	Montefiore Medical Center	1.0	40.8487484449	-73.8458061218
Joseph L Bacotti, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Joseph L Bacotti, MD	Ophthalmology	 North Shore University Hospital	North Shore University Hospital	0.984126984127	40.7773426229	-73.7017289327
Joseph L Bacotti, MD	Ophthalmology	 Syosset Hospital	Syosset Hospital	0.969696969697	40.8108303075	-73.5084528591
Keith Michael Blechman, MD	Plastic Surgery	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Gary M Glickman, MD	Ophthalmology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Bruce Edward Gerberg, MD	Pediatrics	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Joel L Lamm, MD	Dermatology	Syosset Hospital	Syosset Hospital	1.0	40.8108303075	-73.5084528591
Qiuping Zhou, DO	Emergency Medicine, Critical Care Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Clark Armand Gentil, DO	Family Medicine	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Thomas E. Spears, MD	Urology	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
Giuseppe Dellorusso, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Daniel W. Sherer, MD	Dermatology	Huntington Hospital	Huntington Hospital	1.0	40.8792753348	-73.4161477604
