Auburn Memorial Hospital,42.9413112645,-76.5640429587,/
Crouse NICU,43.0414611545,-76.1383512356,/
University Health Care Center,43.0447629939,-76.1445794571,/
Syracuse VA Medical Center,43.0387383402,-76.1386569913,/
Crouse Hospital,43.040884863,-76.1381721497,http://www.crouse.org
Upstate University Hospital at Community General,43.0073774683,-76.168384552,/
crouse dialysis Unit 3rd Floor,43.0414916226,-76.1382210061,/
st josephs hospital room 1402,43.0557937622,-76.1504745483,/
UMU Cancer Center,43.0428661094,-76.1419749628,/
Upstate Medical Suite 330 Neurosurgery,43.042677,-76.142852,/
crouse hospital nicu 9th floor,43.0424422923,-76.1374735997,/
IR,43.042434,-76.13891,/
UUH 6I Waiting Room,43.042675,-76.1404662167,/
Upstate University Hospital at Community General ICU,43.0408172607,-76.2030029297,/
upstate intensive care,43.042291,-76.138479,/
OR,43.04237,-76.138743,/
Crouse Hospital Maternity Ward,43.0443878866,-76.1390703267,/
VA Medical Center - Eye Clinic,43.0384696794,-76.1388158798,/
Alicia's Room,43.0553859784,-76.1506339615,/
St. Joseph's 2nd Floor,43.0558253036,-76.1502185825,/
Golisano Childrens Hospital At Upstate Medical Center,43.0422175588,-76.138855166,/
Van Duyn,43.0089352383,-76.1646040861,/
Geneva General Hospital,42.876386157,-76.9883404627,/
Crouse Prompt Care,43.0410839602,-76.1377850196,/
Tri-town regional hospital,42.3043313777,-75.3951691309,/
Delaware Valley Hospital,42.1646418392,-75.1283851877,http://www.uhs.net
คลินิกนรีเวช โรงพยาบาลตรัง,42.129814,-75.788601,/
ห้องยา รพ.,42.129814,-75.788601,/
Endoscopy Unit Price Charles,42.129814,-75.788601,/
SUNY UPSTATE Children's Hospital,42.4464302063,-75.5999298096,/
หอผู้ป่วยหนักทารกแรกเกิด NICU,42.129814,-75.788601,/
Klinik Nefrologi Hillside QEH,42.165645,-75.855157,/
UHS Chenango Memorial Hospital,42.5414543614,-75.5257109262,http://www.uhs.net
VA Medical Center,42.3659248852,-77.3507726905,/
Ira Davenport Memorial Hospital,42.3744030125,-77.2785174895,/
St. James Mercy Ultrasound,42.3140656903,-77.6591352528,/
St James Mercy Hospital,42.3137663788,-77.6609080839,/
Guthrie Corning Hospital Pediatrics Unit,42.149887085,-77.0567321777,/
Guthrie Corning Hospital Labor and Delivery/ Maternity,42.1497869847,-77.0579726364,/
Founders,42.140168172,-77.045649485,/
Caseys Sterile Paradise. Room 314,42.1410768389,-77.0478477305,/
Vampire Time,42.1408576965,-77.0475997925,/
Truck Stop Landing Zone,42.254889,-78.060598,/
Jones Memorial Hospital ICU,42.1223064454,-77.9510794465,/
Jones Memorial Hospital Maternity,42.12272,-77.950629,/
Jones Memorial 2nd Floor,42.1223737925,-77.9510850243,/
Jones Memorial Hospital,42.1229232833,-77.9510906021,/
Jones Memorial Registration,42.122811,-77.951282,/
Strong Memorial Pediatric ICU,42.1229972839,-77.9509353638,/
Jones Memorial Image,42.1240848399,-77.9492276128,/
X-ray  Department,42.1227615334,-77.9514141119,/
Coumadin Clinic,42.1223483027,-77.9506053355,/
Pain Management,42.1225434103,-77.9509567356,/
buffalo general,42.1196556091,-77.9420318604,/
Jones Memorial Medical Imaging,42.1227203513,-77.9514643116,/
Cuba Memorial Hospital,42.2130652028,-78.2879636656,http://www.cubamemorialhospital.com
Hangover Recovery Unit,42.227274,-78.032204,/
Jones Memorial Nutrition Management,42.122968,-77.951794,/
Jones Memorial Surgical Waiting Room,42.122868,-77.951156,/
Jones Memorial Hospital Sleep Lab,42.123418,-77.951294,/
Samaritan Sleep Study Lab,43.9651239011,-75.9147355082,/
Samaritan Technology Lab,43.965155,-75.913924,/
Marra's Homecare,43.9913538678,-75.9514978132,/
Samaritan Main OR,43.9648047263,-75.9131021604,/
Samaritan Medical Center Radiology Department,43.965526,-75.914778,/
Samaritan Medical Center,43.9649749299,-75.9138848086,/
North Adams Regional Hospital,42.7068080536,-73.1095607429,/
Mount Carmel East at Teresian House,42.68186,-73.80664,/
Capital District Psychiatric Hospital,42.6592134833,-73.7665656877,/
Crane Center for Ambulatory Surgery,42.4591230521,-73.2511292645,/
Troy Pediatrics,42.7377446655,-73.6715531888,/
Hillcrest Hospital,42.4574958728,-73.2816643462,/
NYOH,42.6841812134,-73.803352356,/
Burdett Center,42.734052985,-73.6725706154,/
MedExpress Urgent Care,42.469902408,-73.1978181362,http://www.medexpress.com
Egan Family Lounge,42.665323,-73.822347,/
D724- Albany Med Ped's Floor,42.6538156022,-73.7758042133,/
D5north Albany Medical Center,42.65376,-73.775496,/
Samaritan Hospital,42.73377962,-73.6725418746,/
Albany Medical Center,42.653487993,-73.7764878932,/
St. Mary's Hospital,42.7426944374,-73.6766767502,/
St. Peter's Hospital,42.6554401938,-73.8034272194,/
Stratton VA Medical Center,42.6505240743,-73.7722766177,/
Southwestern Vermont Medical Center,42.8736674751,-73.2076576313,http://svhealthcare.org
Berkshire Medical Center,42.4597622631,-73.2490846115,/
Albany Medical Center South Clinical Campus,42.6460185057,-73.7798660419,/
Albany Memorial Hospital,42.6739555128,-73.7486619586,/
Albany Medical Center Madison Avenue,42.6562134029,-73.7750745692,/
AMC Outpatent Radiology,42.652684,-73.776635,/
Albany Medical Center- C2,42.6529540561,-73.776200633,/
AMC Patient Pavilion,42.653741225,-73.7750343525,/
St. Peter's Hospital- Operating Room,42.6622123,-73.7916493,/
MHU,42.7337341309,-73.6725616455,/
Albany Medical Center X-ray,42.6527673409,-73.7764764028,/
Albany Memorial Radiology,42.6728935242,-73.7525939941,/
Albany Medical Center Radiation Oncology,42.6529023313,-73.7768613308,/
St Vincent de Paul Hospital (BGH Garden Street Site),44.5921569245,-75.6840151161,/
Brockville General Hospital,44.5967320241,-75.6818962097,/
EJ Noble Hospital,44.3377397255,-75.4744490781,/
River Hospital,44.3375814125,-75.9201056416,/
Claxton-Hepburn Medical Center,44.6916915088,-75.499867434,http://www.claxtonhepburn.org
Canton-Potsdam Hospital,44.6242030391,-75.5024001708,/
Pandorica,44.5966403483,-75.6817245483,/
L&D Ward SMC,44.2914283613,-75.5415344306,/
Marra's Homecare,43.9913538678,-75.9514978132,/
Guthrie Pharmacy,44.0596028179,-75.8115820104,/
Samaritan Sleep Study Lab,43.9651239011,-75.9147355082,/
Samaritan Technology Lab,43.965155,-75.913924,/
Samaritan Medical Center Radiology Department,43.965526,-75.914778,/
Samaritan Main OR,43.9648047263,-75.9131021604,/
Guthrie Clinic,44.0598816608,-75.811729572,/
Samaritan Medical Center,43.9649749299,-75.9138848086,/
Wyoming County Community Hospital,42.7545258546,-78.131246396,/
UMMC,42.8165127945,-78.0989002377,/
Rome Memorial Hospital,43.2290074999,-75.4426002502,/
Rome Animal Hospital,43.187606,-75.480478,http://www.vcahospitals.com/rome/free-pet-exam/form/Yext
upstate university at community general,43.2141151428,-75.274772644,/
Central New York Psychiatric Center,43.1679272406,-75.3020781038,/
Pilgrim State Psychiatric Center,40.7930845214,-73.2863288971,/
The Grand Pavilion Rehab & Nursing,40.6639996086,-73.6510138844,/
Nesconset NH,40.850522,-73.159963,/
SBUMC Pharmacy,40.8828226621,-73.1064601342,/
Nassau University Medical Center (NuHealth),40.7263750189,-73.5540726642,http://www.NuHealth.net
Winthrop University Hospital,40.7409492381,-73.6432027817,http://www.winthrop.org
Brookhaven Memorial Hospital Medical Center,40.7802153294,-72.9775002668,http://www.brookhavenhospital.org
John T. Mather Memorial Hospital,40.9389203576,-73.053581986,/
Glen Cove Hospital,40.870624782,-73.6224317551,http://www.northshorelij.com
Northport VA Medical Center,40.8944900802,-73.30799185,/
Plainview Hospital,40.7748543491,-73.4787940979,http://www.northshorelij.com
St. Francis Hospital, The DeMatteis Center For Cardiac Research & Education,40.8174590945,-73.6095036081,/
South Nassau Communities Hospital,40.6521329798,-73.6309382155,http://www.southnassau.org
Greenwich Hospital,41.0342727136,-73.6305856705,http://www.greenhosp.org
Huntington Hospital,40.8792753348,-73.4161477604,http://www.northshorelij.com
Stony Brook University Medical Center,40.9089315268,-73.1148290634,http://www.stonybrookmedicalcenter.org
Good Samaritan Hospital,40.6947743323,-73.294269924,https://jobs.chsli.org
St. Joseph's Hospital,40.727307309,-73.4790659604,/
Southside Hospital,40.7259299596,-73.2407042176,http://www.northshorelij.com
Mercy Medical Center,40.6880578839,-73.6311864853,/
Syosset Hospital,40.8108303075,-73.5084528591,http://www.northshorelij.com
Memorial Sloan-Kettering Cancer Center At Commack,40.8096456481,-73.2931355091,/
South Oaks Hospital,40.6860369036,-73.4224956625,/
St. Catherine Of Siena Medical Center,40.8681259221,-73.2231903076,http://stcatherines.chsli.org
St. Charles Hospital,40.946632628,-73.0605626106,/
ER - South Nassau Communities Hospital,40.6505954799,-73.631340668,/
St. Catherine's Hospital Emergency Department,40.8688804579,-73.2237911224,/
A Holly Patterson Extended Care Facility,40.7010697952,-73.5839378597,/
Brookhaven Memorial Hospital Emergency Department,40.7807065147,-72.9767333279,/
Stony Brook University Medical Center Emergency Department,40.9095153242,-73.1144857407,/
Putnam Hospital,41.3827679844,-73.6634825749,http://www.health-quest.org/
Silver Hill Hospital,41.1642871043,-73.4687208932,/
Danbury Hospital Buck Pavillion,41.404815,-73.445163,/
VA Hospital at Montrose,41.2387768663,-73.9293086165,http://www.hudsonvalley.va.gov
PhysicianOne Urgent Care,41.4764911,-73.4083978,http://www.physicianoneurgentcare.com/find-us/locations/ct/brookfield-urgent-care.php
Praxair Cancer Center,41.4046025513,-73.4445766091,/
Wingate at Beacon,41.5097167804,-73.955639611,/
Long Ridge Health and Science Center,41.079597,-73.553937,/
PHC Ambulatory Surgery,41.382515,-73.663991,/
Stony Lodge Psychiatric Hospital,41.1755636107,-73.8464061703,/
PhysicianOne Urgent Care,41.1383919,-73.4250633,http://www.physicianoneurgentcare.com/find-us/locations/ct/norwalk-urgent-care.php
VCA Northside Animal Hospital,41.416545,-73.460584,http://www.vcahospitals.com/northside-ct/free-pet-exam/form/Yext
VCA Darien Animal Hospital,41.070745,-73.475864,http://www.vcahospitals.com/darien/free-pet-exam/form/Yext
NWH Women's Imaging  Center,41.196943,-73.725497,/
Tully Health Center,41.0648797907,-73.5340623742,/
Keller Army Community Hospital,41.401511,-73.976966,/
St. Luke's Cornwall Hospital,41.5033386836,-74.0142917633,/
The Whittingham Pavillion,41.0548588206,-73.5512141686,/
Westchester Medical Center,41.0864698723,-73.8055622279,/
Stamford Hospital,41.0548579424,-73.552479744,http://www.stamfordhospital.org
Maria Fareri Children's Hospital,41.0856590183,-73.8046503067,/
Norwalk Hospital,41.1114412432,-73.4217475061,http://norwalkhospital.org
Hudson Valley Hospital Center,41.2924694028,-73.893161546,http://www.hvhc.org
Northern Westchester Hospital,41.1968352097,-73.7247779497,http://www.nwhc.net
Katonah Bedford Veterinary Center,41.228934,-73.709687,http://www.vcahospitals.com/katonah-bedford/free-pet-exam/form/Yext
Danbury Hospital,41.4050095638,-73.4447262246,http://www.danburyhospital.org
New Milford Hospital,41.581616574,-73.4096360207,http://www.westernconnecticuthealthnetwork.org/en/Our-Health-Network/New-Milford-Hospital.aspx
Castle Point VA Hospital,41.542972096,-73.9632047318,/
WMC Behavioral Health Center,41.0891014236,-73.8063377151,/
Four Winds Hospital,41.2667574805,-73.620669661,/
Fung Gordon MD,43.053966,-75.27946,/
Community Memorial Hospital,42.813364,-75.542802,/
St. Elizabeth's Cath Lab,43.0824342789,-75.26494207,/
St. Elizabeth's Imaging Center,43.0803336422,-75.3352935874,/
Faxton St. Luke's Healthcare: Faxton Campus,43.0910947925,-75.2584423458,http://www.facebook.com/uticahealthcare
Faxton X-ray Department,43.0903537404,-75.259000615,/
St Lukes Icu,43.096224168,-75.2746826,/
Bassett Railroad Ave,42.6990737915,-74.9317474365,/
St. Luke's CCU,43.0967788696,-75.2764129639,/
Faxton St. Luke's Healthcare: St. Luke's Campus,43.0966535575,-75.2763800097,http://www.facebook.com/uticahealthcare
Bassett Hospital,42.6959205552,-74.9229408978,/
St Elizabeth Medical Center,43.0822044073,-75.266098434,/
Bassett Hospital ICU,42.695414016,-74.9232434572,/
State Mental Hospital,43.1004327134,-75.2690775981,/
3rd Floor St E's,43.082477368,-75.2664686965,/
Bassett-Pulmonary,42.6958503723,-74.9266662598,/
ICU Ste's,43.0873038461,-75.2687529119,/
Mvpc,43.1000580667,-75.2599362,/
Bassett Human Resources,42.696376,-74.923654,/
Mohawk Valley Pysch Center,43.1067421224,-75.2211932732,/
Faxton St. Luke's Maternity,43.0967197355,-75.2760211629,/
Occupational Therapy,43.087362,-75.26617,/
St. Elizabeth College of Nursing,43.0828221913,-75.2678927749,http://www.secon.edu
cooperative medical imaging,43.0824394226,-75.2655029297,/
Faxton St. Lukes Outpatient Infusion Lab,43.0914873945,-75.2577302647,/
Midstate Ems Training Center,43.0939064026,-75.2769088745,/
American Red Cross Mohawk Valley,43.0944465167,-75.2448085333,/
Marternity at St. Lukes,43.1015396118,-75.2720565796,/
upstate university at community general,43.2141151428,-75.274772644,/
Masonic Care Health Facility,43.088178699,-75.1899821937,/
Highland Hospital Medical Imaging,43.1351509094,-77.6053771973,/
Parkridge Chemical Dependency,43.1897344775,-77.7053706676,/
Unity Living Center,43.1486549377,-77.6372528076,/
Highland Hospital West Wing,43.1351615681,-77.6064520559,/
Beikirch Care Center,43.2215373903,-77.9439619846,/
Unity Hospital Surgical Center,43.1931027858,-77.7041967073,/
Rochester General Hospital PACU (Recovery Room),43.1925301755,-77.5861060977,/
Rochester General Cafeteria,43.1916811394,-77.5866209472,/
Highland Hospital Obs Unit,43.135307,-77.60625,/
University Imaging at Strong West,43.2209187583,-77.9296475543,/
Rochester General DOSA,43.1923343357,-77.5862068293,/
Rochester General Hospital Coronary Care Unit,43.1920855718,-77.5868503902,/
Strong Memorial Hospital | URMC,43.1229758576,-77.6248884201,http://www.urmc.rochester.edu/strong-memorial.aspx
Strong Memorial Hospital - Labor and Delivery,43.1234457639,-77.6238293871,/
Strong Memorial Hospital Outpatient Pharmacy,43.122822259,-77.6234377833,/
Strong Memorial Hospital - Transplant 4-3400,43.1225627333,-77.62389,/
Strong Memorial Hospital Patient Discharge,43.1219914346,-77.6240084056,/
Highland Hospital,43.1354792681,-77.6062674144,/
Strong Behavioral Health,43.1216844576,-77.6275719319,/
Unity At Ridgeway,43.1860153797,-77.7055998679,/
Rochester General Hospital,43.1920018845,-77.5865929663,http://rochestergeneral.org
James P. Wilmot Cancer Center,43.1221301199,-77.6225709915,/
Strong Memorial Hospital Emergency Medicine,43.1237236994,-77.624091804,/
Golisano Childrens Hospital At Strong,43.1227929248,-77.6234657551,/
Unity Hospital,43.192974896,-77.7051186562,/
Monroe Community Hospital,43.1129338218,-77.6178432944,/
Unity Hospital Emergency Room,43.1924473893,-77.704174346,/
Thompson Hospital,42.8757278259,-77.2902162021,/
Lakeside Memorial Hospital,43.2210020943,-77.9444789886,/
Strong Memorial Hospital Pediatric Emergency,43.123746776,-77.6243104985,/
Roswell Park Cancer Institute,42.8986822427,-78.8650345802,http://www.roswellpark.org
Welland Hospital,42.9797493843,-79.2484545641,/
Highpointe on Michigan a Kaleida Health Facility,42.901049748,-78.8622749849,/
Northgate,43.0751465905,-78.8676485789,/
Pre-admissions,42.9009114537,-78.8661780568,/
VA Medical Center,42.9509964165,-78.8123782588,http://www.buffalo.va.gov
Degraff EEG/EKG Department,43.0257825115,-78.8628223089,/
Ecmc Micu,42.9253046002,-78.8313323821,/
Buffalo General Emergency Room,42.9017029586,-78.865979037,/
Port Colborne General Hospital,42.8805095391,-79.2595821381,/
Children's Labor and Delivery,42.9090647888,-78.8740500675,/
Williamsville Pyschiatry PLLC,42.978017,-78.713976,/
Sisters Hospital Ambulatory Surgery 5th Floor,42.927691,-78.848904,/
Western New York Children's Psychiatric Center,42.8247861607,-78.7313216778,http://omh.ny.gov/omhweb/facilities/wcpc/facility.htm
Niagara General Hospital,43.099856,-79.133126,/
Sisters Hospital Labor And Delievery,42.9285894057,-78.8490664096,/
Erie County Medical Center (ECMC),42.9248517805,-78.8311443522,http://www.ecmc.edu
Niagara Falls Memorial Medical Center,43.093922354,-79.0500196121,http://nfmmc.org
Buffalo General Medical Center,42.9009014511,-78.8664600007,http://www.kaleidahealth.org/bgmc
Sisters of Charity Hospital,42.9286510915,-78.8487052917,http://www.chsbuffalo.org/Facilities/Hospitals/SistersofCharityHospital
Kenmore Mercy Hospital,42.9773641423,-78.8797104472,http://www.chsbuffalo.org/Facilities/Hospitals/KenmoreMercyHospital
DeGraff Memorial Hospital,43.0258771438,-78.8621920568,http://degraff.kaleidahealth.org
Millard Fillmore Suburban Hospital,42.9935927478,-78.7301480609,http://suburban.kaleidahealth.org
Mercy Hospital of Buffalo,42.8477237327,-78.8132632715,http://www.chsbuffalo.org/Facilities/Hospitals/MercyHospitalofBuffalo
