Frederick N. Lukash, MD	Plastic Surgery, Surgery	Tulane University School of Medicine	/find-care/find-a-doctor/surgery/dr-frederick-n-lukash-md-11307177
Kauser Yasmeen, MD	Internal Medicine	Nassau University Medical Center	/find-care/find-a-doctor/internal-medicine/dr-kauser-yasmeen-md-11310516
Shmuel Samel, MD	Internal Medicine, Hospital Medicine, Emergency Medicine	Staten Island University Hospital, 
		                                , 
		                            	/find-care/find-a-doctor/internal-medicine/dr-shmuel-samel-md-11366172
Thomas D. Cromer, PhD	Psychology	Creedmoor Psychiatric Center	/find-care/find-a-doctor/psychology/dr-thomas-d-cromer-phd-11359170
Peter A D'Arienzo, MD	Ophthalmology	Georgetown University Hospital	/find-care/find-a-doctor/ophthalmology/dr-peter-a-d-arienzo-md-11309840
Maria Teresa Santiago, MD	Pediatric Pulmonary Medicine, Pediatrics	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pediatrics/dr-maria-teresa-santiago-md-11312440
Angelo Davide Reppucci, MD	Otolaryngology	Mount Sinai School of Medicine	/find-care/find-a-doctor/otolaryngology/dr-angelo-davide-reppucci-md-11308616
George Pei Herng Young, MD	Urology	Staten Island University Hospital	/find-care/find-a-doctor/urology/dr-george-pei-herng-young-md-11312387
Asvin M Patel, MD	Internal Medicine		/find-care/find-a-doctor/internal-medicine/dr-asvin-m-patel-md-11310594
Cynthia Juae Chang, MD	Pediatrics, Internal Medicine	Staten Island University Hospital	/find-care/find-a-doctor/pediatrics/dr-cynthia-juae-chang-md-11366242
Gulbahar Parveen Donn, MBBS	Obstetrics and Gynecology	St Vincents Catholic Medical Ctr/Brooklyn-Queens, St Vincents Catholic Medical Ctr/Brooklyn-Queens	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-gulbahar-parveen-donn-mbbs-11309213
Patricia O'Sullivan, MD	Obstetrics and Gynecology	Long Island Jewish Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-patricia-o-sullivan-md-11353131
Peter David Stein, MD	Orthopaedic Surgery, Surgery of the Hand	Cornell University Medical College	/find-care/find-a-doctor/orthopaedic-surgery/dr-peter-david-stein-md-11308635
Lauren Noelle Elliston, MD	Obstetrics and Gynecology	Lenox Hill Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-lauren-noelle-elliston-md-11360035
John Giugliano, DC	Chiropractor		/find-care/find-a-doctor/chiropractor/dr-john-giugliano-dc-11312323
Cindy Anne Haller, MD	Pediatric Gastroenterology, Pediatrics	Pediatric Gastroenterology-North Shore University Hospital	/find-care/find-a-doctor/pediatrics/dr-cindy-anne-haller-md-11312585
Daniel Richard O'Connor, MD	Orthopaedic Surgery	St Vincents Catholic Medical Ctr/Brooklyn-Queens, NewYork-Presbyterian/Queens	/find-care/find-a-doctor/orthopaedic-surgery/dr-daniel-richard-o-connor-md-11348978
Hosam Sayed, MD	Critical Care Medicine, Internal Medicine, Pulmonary Disease	Huron Hospital	/find-care/find-a-doctor/internal-medicine/dr-hosam-sayed-md-11366250
Patty Tsz-Yan Ng, MD	Obstetrics and Gynecology	Lenox Hill Hospital, North Shore University Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-patty-tsz-yan-ng-md-11360022
Salil Bakshi, MD	Obstetrics and Gynecology	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-salil-bakshi-md-11353537
Rodney Peter Coe, MD	Ophthalmology	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/ophthalmology/dr-rodney-peter-coe-md-11359726
Joseph Tripodi, DO	Gastroenterology, Internal Medicine	Winthrop University Hospital	/find-care/find-a-doctor/gastroenterology/dr-joseph-tripodi-do-11311689
Samuel Packer, MD	Ophthalmology	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/ophthalmology/dr-samuel-packer-md-11307629
Shuja U. Qadir, MD	Cardiology, Internal Medicine, Geriatric Medicine	St Vincents Catholic Medical Ctr/Brooklyn-Queens	/find-care/find-a-doctor/cardiology/dr-shuja-u-qadir-md-11308325
Shirley Hanna, MD	Musculoskeletal Radiology, Radiology, Diagnostic Radiology	Yale University School of Medicine	/find-care/find-a-doctor/radiology/dr-shirley-hanna-md-11366283
Robert Jay Landy, DPM	Podiatric Medicine and Surgery	New York College of Podiatric Medicine	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-robert-jay-landy-dpm-11351410
Bruce A Seideman, MD	Orthopaedic Surgery	Presbyterian Hospital, Beth Israel Deaconess Medical Center - East Campus	/find-care/find-a-doctor/orthopaedic-surgery/dr-bruce-a-seideman-md-11307980
Joshua L. Fox, MD	Dermatology	Mount Sinai School of Medicine	/find-care/find-a-doctor/dermatology/dr-joshua-l-fox-md-11309005
Vincent Scott DeOrchis, MD	Neurology, Neurophysiology	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/neurology/dr-vincent-scott-deorchis-md-11360104
John Lopes, MD	Obstetrics and Gynecology	Brookdale University Hospital and Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-john-lopes-md-11352896
Lorna C Co, CRNA	Nurse Anesthetist		/find-care/find-a-doctor/nurse-anesthetist/dr-lorna-c-co-crna-11366297
Deborah Jill Mensch, MD	Pediatric Cardiology, Pediatrics	Childrens Hospital National Medical Center - DC	/find-care/find-a-doctor/pediatrics/dr-deborah-jill-mensch-md-11348376
Anu Kothari, MBBS	Obstetrics and Gynecology	Albany Medical College, Medical College of Virginia School of Medicine, Newark Beth Israel Medical Center, Polyclinic Hospital / PinnacleHealth System	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-anu-kothari-mbbs-11309500
Corina Adela Busuioc, OD	Optometrist		/find-care/find-a-doctor/optometrist/dr-corina-adela-busuioc-od-11359032
Dodis Kohan, MD	Obstetrics and Gynecology	State Univ of NY at Buffalo School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-dodis-kohan-md-11310900
Kate Renee Buzzi, MD	Pediatric Gastroenterology, Pediatrics	Pediatric Gastroenterology/Nut-Columbia University College-Physicians & Surgeons	/find-care/find-a-doctor/pediatrics/dr-kate-renee-buzzi-md-11360237
Steven Shery, DO	Anesthesiology	St Josephs Regional Medical Center, University of Medicine & Dentistry of New Jersey	/find-care/find-a-doctor/anesthesiology/dr-steven-shery-do-11366300
Michael Jonathan Angel, MD	Orthopaedic Surgery, Sports Medicine	Long Island Jewish Medical Center, Long Island Jewish Medical Center	/find-care/find-a-doctor/orthopaedic-surgery/dr-michael-jonathan-angel-md-11354254
Petros Panagos, DDS	Oral/Maxillofacial Surgery	Bellevue Hospital Center	/find-care/find-a-doctor/oral-maxillofacial-surgery/dr-petros-panagos-dds-11352289
Florante P Melchor, MD	Internal Medicine	Brooklyn Hospital Center - Downtown Campus	/find-care/find-a-doctor/internal-medicine/dr-florante-p-melchor-md-11310522
Preeta Dhanantwari, MD	Pediatric Cardiology, Pediatrics	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/pediatrics/dr-preeta-dhanantwari-md-11348428
Jan J Shim, MD	Gastroenterology, Internal Medicine	Mount Sinai Hospital and Medical Center	/find-care/find-a-doctor/gastroenterology/dr-jan-j-shim-md-11358501
Zaka Khan, MD	Hospital Medicine, Internal Medicine		/find-care/find-a-doctor/hospital-medicine/dr-zaka-khan-md-11366317
Kristen Anne O'Brien, MD	Family Medicine	Huntington Hospital, 
		                                , 
		                            	/find-care/find-a-doctor/family-medicine/dr-kristen-anne-o-brien-md-11360063
Stephanie Karol Becker, MD	Ophthalmology	North Shore University Hospital	/find-care/find-a-doctor/ophthalmology/dr-stephanie-karol-becker-md-11308636
Elizabeth Kajunski Fiorino, MD	Pediatric Pulmonary Medicine	New York Medical College	/find-care/find-a-doctor/pediatric-pulmonary-medicine/dr-elizabeth-kajunski-fiorino-md-11360832
Shahed Ahmed Quraishi, MD	Pediatrics, Pediatric Cardiology	Bangalore Medical College	/find-care/find-a-doctor/pediatrics/dr-shahed-ahmed-quraishi-md-11352285
Richard David Glick, MD	Pediatric Surgery, Surgery	McGill University	/find-care/find-a-doctor/surgery/dr-richard-david-glick-md-11312796
Calvin W. Lee, MD	Gastroenterology, Internal Medicine	University of Chicago Pritzker School of Medicine	/find-care/find-a-doctor/gastroenterology/dr-calvin-w-lee-md-11354466
Bhavita Desai, MD	Hospital Medicine	Staten Island University Hospital	/find-care/find-a-doctor/hospital-medicine/dr-bhavita-desai-md-11366327
Richard Harris Blau, MD	Rheumatology, Internal Medicine	LAC - USC Medical Center	/find-care/find-a-doctor/rheumatology/dr-richard-harris-blau-md-11307845
Vanessa Marie Soviero, MD	Obstetrics and Gynecology	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-vanessa-marie-soviero-md-11360934
Erika Lee Doukas, PsyD	Psychology	Lenox Hill Hospital	/find-care/find-a-doctor/psychology/dr-erika-lee-doukas-psyd-11355326
Toni Marie Webster, DO	Pediatric Gastroenterology, Pediatrics	New York College of Osteopathic Medicine	/find-care/find-a-doctor/pediatrics/dr-toni-marie-webster-do-11363473
Mary S Cheung, MD	Gastroenterology, Internal Medicine	SUNY Downstate College of Medicine	/find-care/find-a-doctor/gastroenterology/dr-mary-s-cheung-md-11367000
Elliot Udell, DPM	Podiatric Medicine and Surgery	Plainview Hospital, Syosset Hospital	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-elliot-udell-dpm-11310580
Shilpi Epstein, MD	Pediatric Cardiology, Pediatrics	Columbia Univ College of Physicians and Surgeons	/find-care/find-a-doctor/pediatrics/dr-shilpi-epstein-md-11317880
Robert Paul Gasalberti, MD	Anesthesiology, Internal Medicine	Hackensack University Medical Center	/find-care/find-a-doctor/anesthesiology/dr-robert-paul-gasalberti-md-11366345
Brian Patrick McKenna, MD	Obstetrics and Gynecology	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-brian-patrick-mckenna-md-11360935
Heather Marie Walters, MD	Pediatric Rheumatology, Pediatrics	New York Hospital Weill Cornell Medical Center	/find-care/find-a-doctor/pediatrics/dr-heather-marie-walters-md-11363482
David Allen Essig, MD	Orthopaedic Surgery, Spine Surgery	Medical College of Ohio at Toledo	/find-care/find-a-doctor/spine-surgery/dr-david-allen-essig-md-11360685
Jeffrey D Kent, MD	Psychiatry, Child/Adolescent Psychiatry	Columbia Univ College of Physicians and Surgeons	/find-care/find-a-doctor/psychiatry/dr-jeffrey-d-kent-md-11310386
Robert Anthony Guarino, MD	Surgical Pathology, Anatomic/Clinical Pathology	Surgical Pathology-Mount Sinai Hospital and Medical Center	/find-care/find-a-doctor/surgical-pathology/dr-robert-anthony-guarino-md-11366349
Margherita Bruni, MD	Otolaryngology	State University of New York at Buffalo (Medicine)	/find-care/find-a-doctor/otolaryngology/dr-margherita-bruni-md-11367305
Punita Ponda, MD	Allergy and Immunology, Pediatrics	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/pediatrics/dr-punita-ponda-md-11312728
Carylann Hadjiyane, MD	Gastroenterology, Internal Medicine	Gastroenterology-Nassau University Medical Center	/find-care/find-a-doctor/gastroenterology/dr-carylann-hadjiyane-md-11309725
Paul Lerner, MD	Neurology	Long Island Jewish Medical Center	/find-care/find-a-doctor/neurology/dr-paul-lerner-md-11309916
Michael Livingston, DPM	Podiatric Medicine and Surgery	New York College of Podiatric Medicine	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-michael-livingston-dpm-11310818
Joyce D Rubin, MD	Obstetrics and Gynecology	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-joyce-d-rubin-md-11360936
Shan Theventhiran, MD	Anesthesiology	Maimonides Medical Center	/find-care/find-a-doctor/anesthesiology/dr-shan-theventhiran-md-11366372
Qusai M.KH Hammouri, MBBS	Orthopaedic Surgery, Spine Surgery, Pediatrics	Pediatric Orthopaedics-Columbia University College-Physicians & Surgeons, Spine Surgery-NYU Langone-Hospital for Joint Diseases	/find-care/find-a-doctor/pediatrics/dr-qusai-m-kh-hammouri-mbbs-11361132
Robin Lipschitz, MD	Rheumatology, Internal Medicine	Albert Einstein Medical Center	/find-care/find-a-doctor/rheumatology/dr-robin-lipschitz-md-11358051
Scott S. Harris, MD	Otolaryngology	Drexel University College of Medicine - Queen Lane	/find-care/find-a-doctor/otolaryngology/dr-scott-s-harris-md-11369178
Jeffrey Ira Kornreich, MD	Physical/Rehab Medicine	New York University School of Medicine	/find-care/find-a-doctor/physical-rehab-medicine/dr-jeffrey-ira-kornreich-md-11309518
Phyllis W. Speiser, MD	Pediatric Endocrinology, Pediatrics	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pediatrics/dr-phyllis-w-speiser-md-11308523
Gloria Mercedes Escamilla, MD	Obstetrics and Gynecology	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-gloria-mercedes-escamilla-md-11360937
Evelyn Zaky, MD	Anesthesiology	Brookdale Hospital Medical Center, Ras El-Teen General Hospital	/find-care/find-a-doctor/anesthesiology/dr-evelyn-zaky-md-11366378
Jeffrey Joseph Falcone, DPM	Podiatric Medicine and Surgery	New York University College of Dentistry, Coney Island Hospital, Peninsula Hospital Center	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-jeffrey-joseph-falcone-dpm-11365626
Thulasi Cheruvanky, MD, MBBS	Pediatrics	Nassau University Medical Center	/find-care/find-a-doctor/pediatrics/dr-thulasi-cheruvanky-md-mbbs-11308083
Heather Ilyssa Levin, MD	Obstetrics and Gynecology, Maternal/Fetal Medicine	Mount Sinai School of Medicine	/find-care/find-a-doctor/maternal-fetal-medicine/dr-heather-ilyssa-levin-md-11369195
Dwight Jay Rosenstein, MD	Neurology, Neurological Surgery, Clinical Neurophysiology, Intra-Operative Monitoring	Columbia Univ College of Physicians and Surgeons	/find-care/find-a-doctor/neurology/dr-dwight-jay-rosenstein-md-11307722
Christos Iakovou, MD	Pulmonary Disease, Internal Medicine	St Johns Episcopal Hospital	/find-care/find-a-doctor/pulmonary-disease/dr-christos-iakovou-md-11314543
Patricia Krief, MD	Pediatrics, Child Neurology, Neurology	Schneider Children's Hospital	/find-care/find-a-doctor/neurology/dr-patricia-krief-md-11317861
Daniel Shawn Hirsch, MD	Neonatal/Perinatal Medicine, Pediatrics	Neonatology-Montefiore Medical Center - Einstein Division	/find-care/find-a-doctor/pediatrics/dr-daniel-shawn-hirsch-md-11366390
Daphna Kilion, MD	Obstetrics and Gynecology	New York University Langone Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-daphna-kilion-md-11367037
Jaspreet Singh Joneja, MD	Urology	Long Island Jewish Medical Center, North Shore University Hospital, Southside Hospital, 
		                                , 
		                            	/find-care/find-a-doctor/urology/dr-jaspreet-singh-joneja-md-11366949
Hamid Reza Mostafavi, MD	Orthopaedic Surgery	Tufts University School of Medicine	/find-care/find-a-doctor/orthopaedic-surgery/dr-hamid-reza-mostafavi-md-11311517
John Rizzo, MD	Gastroenterology, Internal Medicine	Winthrop University Hospital	/find-care/find-a-doctor/gastroenterology/dr-john-rizzo-md-11312007
Syed Iman Husain, MD	Interventional Cardiology, Cardiology, Internal Medicine, Adv Heart Fail Trnsplnt Cardio, Nuclear Cardiology	Maimonides Medical Center	/find-care/find-a-doctor/cardiology/dr-syed-iman-husain-md-11363485
Steven Jay Goldstein, MD	Pediatrics	Long Island Jewish Medical Center	/find-care/find-a-doctor/pediatrics/dr-steven-jay-goldstein-md-11314953
Miriam Riaz, DO	Family Medicine	Huntington Hospital, Plainview Hospital	/find-care/find-a-doctor/family-medicine/dr-miriam-riaz-do-11367557
William Jeffrey Sonstein, MD	Neurological Surgery	Temple University School of Medicine	/find-care/find-a-doctor/neurological-surgery/dr-william-jeffrey-sonstein-md-11311610
Svetlana Volovich, MD	Hospital Medicine, Internal Medicine	Lutheran Medical Center - Brooklyn	/find-care/find-a-doctor/hospital-medicine/dr-svetlana-volovich-md-11366405
George Philip Smith, MD	Plastic Surgery, Surgery	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/surgery/dr-george-philip-smith-md-11365122
Robin Laurell Bliss, MD	Obstetrics and Gynecology	Cornell University Medical College	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-robin-laurell-bliss-md-11359713
Joan K. Decelie-Germana, MD	Pediatrics	Nassau University Medical Center	/find-care/find-a-doctor/pediatrics/dr-joan-k-decelie-germana-md-11312106
Andrew Ellis Gewirtz, MD	Ophthalmology, Pediatrics	State University of NY Health Sci Ctr/Brooklyn, North Shore University Hospital	/find-care/find-a-doctor/ophthalmology/dr-andrew-ellis-gewirtz-md-11310943
Michael Harold Brisman, MD	Neurological Surgery	Mount Sinai School of Medicine	/find-care/find-a-doctor/neurological-surgery/dr-michael-harold-brisman-md-11311643
Alan J Weissburg, MD	Anesthesiology, Pediatric Anesthesiology, Pediatrics	Hospital of the University of Pennsylvania	/find-care/find-a-doctor/pediatrics/dr-alan-j-weissburg-md-11366417
Nicholas Zotto, MD	Family Medicine	South Nassau Communities Hospital	/find-care/find-a-doctor/family-medicine/dr-nicholas-zotto-md-11353161
Herminia A Tolete-Rotor, MD	Pediatrics	Dr. Jose R. Reyes Memorial Medical Center	/find-care/find-a-doctor/pediatrics/dr-herminia-a-tolete-rotor-md-11357855
Thomas Panetta, MD	Vascular Surgery, Surgery	State University of NY Health Sci Ctr/Brooklyn	/find-care/find-a-doctor/surgery/dr-thomas-panetta-md-11345967
Samuel Bitton, MD, MS	Pediatric Gastroenterology, Pediatrics	Schneider Children's Hospital	/find-care/find-a-doctor/pediatrics/dr-samuel-bitton-md-ms-11354773
Francis Xavier Caimano, DPM	Podiatric Medicine and Surgery	Syosset Hospital	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-francis-xavier-caimano-dpm-11310859
Scott Michael Sadel, MD	Anesthesiology	Temple University Hospital	/find-care/find-a-doctor/anesthesiology/dr-scott-michael-sadel-md-11366419
Raymond Louis Ebarb, MD	Family Medicine	Southside Hospital	/find-care/find-a-doctor/family-medicine/dr-raymond-louis-ebarb-md-11352894
Yael Tabitha Robson-Kushner, MD	Pediatrics	Maimonides Medical Center	/find-care/find-a-doctor/pediatrics/dr-yael-tabitha-robson-kushner-md-11316411
Alvin W Heller, DDS, MD	Periodontics	New York University College of Dentistry	/find-care/find-a-doctor/periodontics/dr-alvin-w-heller-dds-md-11308253
Carolyn Young Shih, MD, MBA	Ophthalmology	Columbia University School of Medicine	/find-care/find-a-doctor/ophthalmology/dr-carolyn-young-shih-md-mba-11346106
Bonnie Lynn Litvack, MD	Diagnostic Radiology	State University of New York (SUNY) at Stony Brook, State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/diagnostic-radiology/dr-bonnie-lynn-litvack-md-11368851
Kalliope Tsirilakis, MD	Pediatric Pulmonary Medicine, Pediatrics	Cornell University Medical College	/find-care/find-a-doctor/pediatrics/dr-kalliope-tsirilakis-md-11354236
Buenaventura I Pelina, MD	Pediatrics	Staten Island University Hospital	/find-care/find-a-doctor/pediatrics/dr-buenaventura-i-pelina-md-11362497
Michael Iordanou, MD	Pediatrics	St Georges Univ School of Medicine	/find-care/find-a-doctor/pediatrics/dr-michael-iordanou-md-11312487
Andrea J Leeds, MD	Pediatrics	Long Island Jewish Medical Center	/find-care/find-a-doctor/pediatrics/dr-andrea-j-leeds-md-11309460
Matthew Thomas Hurford, MD	Pathology - Hematology, Anatomic/Clinical Pathology, Hematology	Thomas Jefferson University Hospitals	/find-care/find-a-doctor/hematology/dr-matthew-thomas-hurford-md-11366487
Dinara Muratovna Amanbekova, MD	Psychiatry, Child/Adolescent Psychiatry	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/psychiatry/dr-dinara-muratovna-amanbekova-md-11354073
David Lotfi, MD	Internal Medicine	Long Island Jewish Forest Hills GME Office	/find-care/find-a-doctor/internal-medicine/dr-david-lotfi-md-11310712
Diana Kaplinsky, DO	Internal Medicine	Mount Sinai Hospital of Queens	/find-care/find-a-doctor/internal-medicine/dr-diana-kaplinsky-do-11364007
Christodoulos Iordanou, MD	Pediatrics	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/pediatrics/dr-christodoulos-iordanou-md-11309592
Ira D Zinner, DDS	Prosthodontics	VA NY Harbor Healthcare System - New York Campus	/find-care/find-a-doctor/prosthodontics/dr-ira-d-zinner-dds-11356391
Veeranjaneya V Guttikonda, MD	Anesthesiology	Mount Sinai Hospital and Medical Center	/find-care/find-a-doctor/anesthesiology/dr-veeranjaneya-v-guttikonda-md-11366520
Kristin Kelly-Pieper, MD	Sleep Medicine, Pediatric Pulmonary Medicine, Pediatrics	The Children's Hospital at Montefiore	/find-care/find-a-doctor/pediatrics/dr-kristin-kelly-pieper-md-11369457
Susan Laela Alkasab, MD	Obstetrics and Gynecology	North Shore University Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-susan-laela-alkasab-md-11348352
Kourosh Ashourzadeh, DO	Pediatrics	New York Methodist Hospital	/find-care/find-a-doctor/pediatrics/dr-kourosh-ashourzadeh-do-11311701
Mohinder Kaur Guram, MBBS	Pediatrics	Long Island Jewish Medical Center, North Shore University Hospital, Plainview Hospital, Southside Hospital, Steven and Alexandra Cohen Childrens Med Ctr of NY, Syosset Hospital	/find-care/find-a-doctor/pediatrics/dr-mohinder-kaur-guram-mbbs-11308186
Ronald W. Kosinski, DMD	Pediatric Dental Medicine	Fairleigh Dickinson University School of Dentistry	/find-care/find-a-doctor/pediatric-dental-medicine/dr-ronald-w-kosinski-dmd-11313530
Rodrigo Irwin Kong, MD	Emergency Medicine	SUNY Downstate College of Medicine	/find-care/find-a-doctor/emergency-medicine/dr-rodrigo-irwin-kong-md-11366555
Marianna Karavolias, MD	Pediatrics	State University of New York at Buffalo (Medicine)	/find-care/find-a-doctor/pediatrics/dr-marianna-karavolias-md-11368793
Hal Raymond Schwartzstein, DO	Pediatric Ophthalmology, Ophthalmology	St Johns Episcopal Hospital, St Johns Episcopal Hospital	/find-care/find-a-doctor/ophthalmology/dr-hal-raymond-schwartzstein-do-11371625
