Robert Paul Gasalberti, MD	Anesthesiology, Internal Medicine	Hackensack University Medical Center	Hackensack University Medical Center	1.0	40.8839210053	-74.0566765071
Heather Marie Walters, MD	Pediatric Rheumatology, Pediatrics	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Paul Lerner, MD	Neurology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Shan Theventhiran, MD	Anesthesiology	Maimonides Medical Center	Maimonides Medical Center	1.0	40.6390406159	-73.9979410172
Thulasi Cheruvanky, MD, MBBS	Pediatrics	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
John Rizzo, MD	Gastroenterology, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Syed Iman Husain, MD	Interventional Cardiology, Cardiology, Internal Medicine, Adv Heart Fail Trnsplnt Cardio, Nuclear Cardiology	Maimonides Medical Center	Maimonides Medical Center	1.0	40.6390406159	-73.9979410172
Steven Jay Goldstein, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Joan K. Decelie-Germana, MD	Pediatrics	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Nicholas Zotto, MD	Family Medicine	South Nassau Communities Hospital	South Nassau Communities Hospital	1.0	40.6521329798	-73.6309382155
Francis Xavier Caimano, DPM	Podiatric Medicine and Surgery	Syosset Hospital	Syosset Hospital	1.0	40.8108303075	-73.5084528591
Raymond Louis Ebarb, MD	Family Medicine	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Yael Tabitha Robson-Kushner, MD	Pediatrics	Maimonides Medical Center	Maimonides Medical Center	1.0	40.6390406159	-73.9979410172
Andrea J Leeds, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
David Lotfi, MD	Internal Medicine	Long Island Jewish Forest Hills GME Office	Long Island Jewish Forest Hills Hospital	0.80487804878	40.7290945533	-73.8518793408
Susan Laela Alkasab, MD	Obstetrics and Gynecology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Kourosh Ashourzadeh, DO	Pediatrics	New York Methodist Hospital	New York Methodist Hospital	1.0	40.6680419006	-73.9797878265
Ian M Winkler, MD	Pediatrics	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Binh Vinh Lam, MD	Geriatric Medicine, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Kenneth J Rosenthal, MD	Ophthalmology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Lubov Sychikov, MD	Internal Medicine	Jamaica Hospital Medical Center	Jamaica Hospital Medical Center	1.0	40.7004281211	-73.8164302616
Mitchell Kleinberg, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Jurij Rybak, MD	Internal Medicine	Elmhurst Hospital Center	Elmhurst Hospital Center	1.0	40.7452444981	-73.8855362766
Syngil Steven Yang, MD	Orthopaedic Surgery, Surgery of the Hand	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Anthony Celifarco, MD	Gastroenterology, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Jose T Paul, MD	Surgery	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Michael Nussbaum, MD	Pediatrics, Adolescent Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Richard E. Honigman, MD	Pediatrics, Pediatric Hematology/Oncology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Jeremy J. Dixon, DDS	Pediatric Dental Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Anat B. Warren, MD	Pediatrics, Pediatric Allergy/Immunology	-Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.842105263158	40.7263750189	-73.5540726642
Sean Eugene McCance, MD	Orthopaedic Surgery	University of Rochester Medical Center	University of Vermont Medical Center	0.837837837838	44.4791837509	-73.1939466261
Mairaj Ud Din, MD	Internal Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Kami Quinn Barry, DO	Family Medicine	Good Samaritan Hospital Medical Center	Jamaica Hospital Medical Center	0.840579710145	40.7004281211	-73.8164302616
Svetlana I Kogan, MD	Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Seth D. Gordon, MD	Pediatrics	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Aziz Sobhy Ghobriel, MD	Anesthesiology, Pain Medicine	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Brian F Rabinowitz, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Naomi Ingrid Hayashi, MD	Ophthalmology	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Adam N. Bender, MD	Neurology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Gail G Kaden, MD	Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Richard M Bochner, MD	Orthopaedic Surgery	Hospital for Special Surgery	Hospital for Special Surgery	1.0	40.7652500204	-73.9526318479
Michael I Leitman, MD	Surgery, Surgical Critical Care	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Ruth Lynn Milanaik, DO	Developmental/Behavioral Peds, Pediatrics	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Kathie H. Beekman-Brand, MD	Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Jeffrey David Cangelosi, MD	Emergency Medicine	Stony Brook University Hospital & Medical Center	Stony Brook University Medical Center	0.870588235294	40.9089315268	-73.1148290634
Adam Seth Schneiderman, MD	Ophthalmology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Ilan Cohen, MD	Ophthalmology	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Kabeeruddin Syed Hashmi, MD	Emergency Medicine, Internal Medicine	Westchester Medical Center	Westchester Medical Center	1.0	41.0864698723	-73.8055622279
Jonathan Philip Ellant, MD	Ophthalmology	St Elizabeths Medical Center of Boston	St Elizabeth Medical Center	0.830769230769	43.0822044073	-75.266098434
Lise Vincent, DPM	Podiatric Medicine and Surgery, Orthopaedic Surgery	Wyckoff Heights Medical Center	Wyckoff Heights Medical Center	1.0	40.7039928376	-73.9176545605
Kenneth H Cohen, MD	Cardiology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
James M Maisel, MD	Ophthalmology	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Gregory M Ackert, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Irene Magramm, MD	Ophthalmology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Ilyse Robin Nayor, DO	Pediatrics	Brookdale Hospital Medical Center	Brookdale University Hospital Medical Center	0.857142857143	40.654879833	-73.9123037943
Peter A. Holden, MD	Obstetrics and Gynecology	Brookdale Hospital Medical Center	Brookdale University Hospital Medical Center	0.857142857143	40.654879833	-73.9123037943
Elliot Michael Belenkov, MD	Medical Oncology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Joel Harris Scheckner, OD	Optometrist	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Patrick Paul Valentino, DO	Cardiology, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Max M. April, MD	Otolaryngology	Boston University Medical Center	Stony Brook University Medical Center	0.840579710145	40.9089315268	-73.1148290634
Sadia Arshad, MD	Rheumatology, Internal Medicine, Geriatric Medicine	Mount Sinai Beth Israel	Mount Sinai Beth Israel	1.0	40.7332220754	-73.9820888454
Bibiana Dudra Stephen, MD	Cardiology	Atlantic City Medical Center	Albany Medical Center	0.816326530612	42.653487993	-73.7764878932
James Theodore Lainiotis, MD	Internal Medicine	Plainview Hospital	Plainview Hospital	1.0	40.7748543491	-73.4787940979
Santo Primo Terranova, DO	Neurology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Russell Jonathan Schiff, MD	Pediatric Cardiology, Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Sandy Allen Kahn, MD	Cardiology, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Sreevathsa Boraiah, MD	Orthopaedic Surgery	Westchester Medical Center	Westchester Medical Center	1.0	41.0864698723	-73.8055622279
Eskandar J Simhaee, MD	Obstetrics and Gynecology	Maimonides Medical Center	Maimonides Medical Center	1.0	40.6390406159	-73.9979410172
Paul Ira Schneiderman, MD	Dermatology	Plainview Hospital	Plainview Hospital	1.0	40.7748543491	-73.4787940979
Gregorio Alvarez, MD	Emergency Medicine, Internal Medicine	Maimonides Medical Center	Maimonides Medical Center	1.0	40.6390406159	-73.9979410172
Michael G. Persico, MD	Wound Care, Surgery	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Gary B Hanfling, MD	Gastroenterology, Internal Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Linda Daniels, PSYD	Psychology	The Zucker Hillside Hospital	Zucker Hillside Hospital	0.923076923077	40.7509474874	-73.7102405554
Geri Eileen DiGiovanna, DO	Family Medicine	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Mark Bernard Klapholz, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Mark W Dobriner, MD	Colon/Rectal Surgery, Surgery	Albany Medical College	Albany Medical Center	0.837209302326	42.653487993	-73.7764878932
Gary M Glickman, MD	Ophthalmology	Boston University Medical Center	Stony Brook University Medical Center	0.840579710145	40.9089315268	-73.1148290634
Alaaeldin Moawad, MD	Pediatrics	Southside Hospital	Southside Hospital	1.0	40.7259299596	-73.2407042176
Michael David Moseson, MD	Colon/Rectal Surgery, Surgery	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Stephen Paul Cusumano, MD	Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Claudia Ravins, MD	Obstetrics and Gynecology	Brookdale Hospital Medical Center	Brookdale University Hospital Medical Center	0.857142857143	40.654879833	-73.9123037943
Shaheda Amin Quraishi, MD	Physical/Rehab Medicine, Pain Medicine	Albany Medical College	Albany Medical Center	0.837209302326	42.653487993	-73.7764878932
Avram Z Goldberg, MD	Rheumatology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Adrienne L Simone, MD	Obstetrics and Gynecology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Mitchell R Berger, MD	Medical Oncology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Sara Qasim Bughio, MBBS	Internal Medicine, Geriatric Medicine	Bronx Lebanon Hospital Center	Bronx Lebanon Hospital	0.862745098039	40.8434923518	-73.9114368645
David Dariush Zargaroff, MD	Obstetrics and Gynecology	Jamaica Hospital Medical Center	Jamaica Hospital Medical Center	1.0	40.7004281211	-73.8164302616
Russell Frederick Camhi, DO	Family Medicine, Sports Medicine	Plainview Hospital	Plainview Hospital	1.0	40.7748543491	-73.4787940979
Ajendra Singh Sohal, MD	Pain Medicine, Physical/Rehab Medicine	Kingsbrook Jewish Medical Center	Kingsbrook Jewish Medical Center	1.0	40.6590995479	-73.9334419067
Sophia T Kasapira, MD	Internal Medicine, Hospital Medicine	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
David K Galos, MD	Orthopaedic Surgery	NYU Langone-Hospital for Joint Diseases	NYU Hospital for Joint Diseases	0.885714285714	40.7342213801	-73.9832927611
Marc Yunis, MD	Nephrology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Howard Heimowitz, MD	Diagnostic Radiology	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Alveris Molina, MD	Internal Medicine, Pulmonary Disease	Bronx Lebanon Hospital Center	Bronx Lebanon Hospital	0.862745098039	40.8434923518	-73.9114368645
Benjamin Lowell Metzger, MD	Internal Medicine, Nephrology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Deborah Yourish Porges, MD	Dermatology	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Steve W Rucker, MD	Nephrology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
David Bolon, MD	Cardiology, Nuclear Cardiology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
John F Gorski, MD	Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Marc Antony Nolan, MD	Cardiology, Internal Medicine, Nuclear Cardiology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Mylan Ravi Satchi, MD, MPH	Gastroenterology, Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Yiling Xu Huang, MD	Internal Medicine	Long Island Jewish Forest Hills GME Office	Long Island Jewish Forest Hills Hospital	0.80487804878	40.7290945533	-73.8518793408
Sandra M. Torres, MD	Emergency Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Audrey Michelle Weissman, MD	Allergy and Immunology, Internal Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Sandeep Mehrishi, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine, Sleep Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Mehri Songhorian, MD	Neurology	Brookdale Hospital Medical Center	Brookdale University Hospital Medical Center	0.857142857143	40.654879833	-73.9123037943
Jay S Berland, MD	Pulmonary Disease, Critical Care Medicine, Sleep Medicine, Internal Medicine	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Anshu Mehrishi, MBBS	Medical Oncology, Hematology, Hospice/Palliative Medicine, Internal Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Tai Sik Kim, MD	Anesthesiology	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
David J Berger, MD	Gastroenterology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Shannon Roesch, DPM	Podiatric Medicine and Surgery	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Alyson H. Gutman, MD	Developmental/Behavioral Peds, Pediatrics, Neurodevelopmental Disability	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Lorne Nelson Sherman, MD	Emergency Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Vinisha Singhi, MD	Neonatal/Perinatal Medicine, Pediatrics	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Marc Stephen Jacobson, MD	Adolescent Medicine, Pediatrics	University of Kansas Medical Center	University of Vermont Medical Center	0.845070422535	44.4791837509	-73.1939466261
Salvatore V Fiorenti, MD	Emergency Medicine, Internal Medicine	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Dina Hirsch, PhD	Child Psychology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Neil David Berman, DDS	Dental Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Aram V. Manoukian, MD	Internal Medicine, Gastroenterology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Stuart Ira Rosenzweig, MD	Emergency Medicine, Internal Medicine	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Gordon Jay Strauss, MD	Psychiatry, Psychosomatic Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Arlene B. Silverio, MD	Pediatric Emergency Medicine, Pediatrics	Albany Medical College	Albany Medical Center	0.837209302326	42.653487993	-73.7764878932
Ronald David Blatt, MD	Obstetrics and Gynecology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Michael Gregory Coords, MD	Radiology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Jeffrey A Mazlin, MD	Obstetrics and Gynecology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Shamim Akhter Salman, MD	Internal Medicine, Medical Oncology	-Coney Island Hospital	Coney Island Hospital	0.976744186047	40.5855360801	-73.9654604349
Mariana Marcu, MD	Allergy and Immunology, Internal Medicine	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
James P Halper, MD	Psychiatry	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Rajpal Singh Chopra, MD	Endocrinology/Metab/Diabetes, Internal Medicine	North General Hospital	Niagara General Hospital	0.826086956522	43.099856	-79.133126
Noman Khan, DO	Surgery	Peninsula Hospital Center	Queens Hospital Center	0.808510638298	40.7171760975	-73.8041353226
Rajdeep Singh Brar, MD	Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Yelena Shubina, MD	Internal Medicine, Hospital Medicine	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Mohammed Nasir Imam, MD	Cardiothoracic Surgery	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Herbert Alan Insel, MD	Cardiology, Internal Medicine	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Norman J Marcus, MD	Psychiatry	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Christina Armida Delpin, MD	Surgery	Albany Medical College	Albany Medical Center	0.837209302326	42.653487993	-73.7764878932
Willo Jean Wisotsky, PhD	Psychology	Syosset Hospital	Syosset Hospital	1.0	40.8108303075	-73.5084528591
Ashraf Sabry Hanna, MD	Internal Medicine	Jamaica Hospital Medical Center	Jamaica Hospital Medical Center	1.0	40.7004281211	-73.8164302616
Lev Haimoff, DO	Internal Medicine	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Joseph Alencherry, DPM	Podiatric Medicine and Surgery	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
Jatin Jitendra Zaveri, MD	Diagnostic Radiology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Peter Perdik, MD	Pulmonary Disease, Internal Medicine	Long Island Jewish Forest Hills GME Office	Long Island Jewish Forest Hills Hospital	0.80487804878	40.7290945533	-73.8518793408
Jaydeep S. Kadam, MD	Gastroenterology, Internal Medicine	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
Young Hi Shin, MD	Obstetrics and Gynecology	Lincoln Medical and Mental Health Center	Woodhull Medical & Mental Health Center	0.810126582278	40.7000078819	-73.9423511438
Faisal Sheikh, DO	Gastroenterology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Kostas Sideridis, DO	Gastroenterology, Internal Medicine	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Marni Jae Sanders, MD	Obstetrics and Gynecology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Kenneth J Higgins, MD	Pediatrics	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Carol D Gordon, MD	Ophthalmology	Nassau University Medical Center	Nassau University Medical Center (NuHealth)	0.853333333333	40.7263750189	-73.5540726642
Regina Atanasio DiGiovanna, MD	Addiction Psychiatry, Internal Medicine	NewYork Presbyterian Lower Manhattan Hospital	NewYork-Presbyterian-Lower Manhattan Hospital	0.955555555556	40.7101632097	-74.0048993964
Sarah Daisy Kimble, MD	Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Morris Hayim, MD	Diagnostic Radiology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Evelina Grayver, MD	Cardiology, Nuclear Cardiology, Internal Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Annamaria Giordano, DPM	Podiatric Medicine and Surgery	Long Island Jewish Forest Hills	Long Island Jewish Forest Hills Hospital	0.87323943662	40.7290945533	-73.8518793408
Christopher Jonathan Hartman, MD	Urology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Joseph Neil Savasta, MD	Emergency Medicine, Internal Medicine	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
Laurence Orbuch, MD	Obstetrics and Gynecology	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Edward Samuel Rubin, MD	Pain Medicine, Anesthesiology	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
Iris Kerin Orbuch, MD	Obstetrics and Gynecology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Stella S. Hahn, MD	Internal Medicine, Pulmonary Disease, Critical Care Medicine	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Denise M. Vey Voda, DDS	Prosthodontics	Memorial Sloan-Kettering Cancer Center	Memorial Sloan-Kettering Cancer Center At Commack	0.873563218391	40.8096456481	-73.2931355091
Parissa Salemi, DO	Pediatrics, Pediatric Endocrinology	Winthrop University Hospital	Winthrop University Hospital	1.0	40.7409492381	-73.6432027817
Marigold Calingo Castillo, MD	Pediatrics, Adolescent Medicine	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
Michelle DiMare, MD	Emergency Medicine	Kings County Hospital Center	Kings County Hospital Center	1.0	40.6567131208	-73.9431810379
William Goldwasser, MD	Family Medicine	NewYork-Presbyterian/Queens	New York-Presbyterian/Queens	0.981818181818	40.7469613206	-73.8255056474
Michael Ahdoot, MD	Ophthalmology	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
